1749167923914269447,10148837000000,225905000,10148838000000,452576000,70516674721
1749167923921603285,10148837000000,221175000,10148838000000,452576000,70516674730
1749167923922361141,10148837000000,218518000,10148838000000,452576000,70516674731
1749167923923339812,10148837000000,218518000,10148838000000,452582000,70516674734
1749167923924350081,10148837000000,218518000,10148838000000,452534000,70516674735
1749167923926320658,10148837000000,218518000,10148838000000,452582000,70516674736
1749167923928571447,10148837000000,218911000,10148838000000,452582000,70516674737
1749167923931464030,10148837000000,219210000,10148838000000,452582000,70516674738
1749167924021386878,10148837000000,219210000,10148838000000,452588000,70516674773
1749167924070424939,10148837000000,219196000,10148838000000,452588000,70516674792
1749167924258797838,54010000,66580000000,54040000,122860000000,3363691853
1749167925606490483,54020000,14120000000,54040000,122860000000,3363691855
1749167925624673173,54020000,28240000000,54040000,122860000000,3363691857
1749167926620306519,54020000,14120000000,54040000,122860000000,3363691860
1749167926733337371,54010000,66580000000,54040000,122860000000,3363691861
1749167929121473604,54020000,14120000000,54040000,122860000000,3363691870
1749167929182374920,54020000,28240000000,54040000,122860000000,3363691871
1749167929582463686,54020000,28240000000,54040000,30380000000,3363691875
1749167935815314494,54020000,24360000000,54040000,30380000000,3363691885
1749167937078725734,54020000,24360000000,54030000,14120000000,3363691887
1749167951795343810,532,509550000000,533,29360000000,828486061
1749167952103498925,532,509550000000,533,47870000000,828486062
1749167952904503619,532,509550000000,533,29360000000,828486063
1749168033930361124,532,509550000000,533,34090000000,828486086
1749168036829328437,532,509550000000,533,29360000000,828486087
1749168036928303225,532,504820000000,533,29360000000,828486088
1749168039163481129,532,504820000000,533,68610000000,828486090
1749168039166448109,532,486350000000,533,68610000000,828486091
1749168039166448109,532,486350000000,533,145380000000,828486092
1749168039244327965,532,486350000000,533,163890000000,828486095
